stdTaskCd,stdRiskFactorSeq,stdRiskMeasureSeq,riskFactor,stdSafetyMeasure
T01235,8201,16111,고소작업 및 외부 비계상에서 작업시 작업발판 불량으로 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01235,8202,16112,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",지주부재 하단 미끄럼 방지조치
T01235,8203,16113,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험","바퀴의 고정(브레이크, 쐐기, 아웃트리거 설치)"
T01235,8203,16114,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",안전난간 설치
T01235,8203,16115,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",작업발판 최대적재하중 250kg 초과 금지
T01235,8204,16116,교류아크용접기에 자동 전격 방지기 미부착하고 작업중 감전 위험,"자동전격방지기 설치(도전체에 둘러싸인 장소, 도전체 접촉우려가 있는 2미터 이상의 고소작업장, 습윤상태 작업장)"
T01235,8204,16117,교류아크용접기에 자동 전격 방지기 미부착하고 작업중 감전 위험,한국산업표준에 적합 또는 이상의 절연내력 및 내열성을 갖춘 홀더 사용
T01235,8205,16118,"부적격한 전동드릴, 핸드그라인더 사용하다가 누전되어 감전 위험",감전방지용 누전차단기 설치
T01235,8205,16119,"부적격한 전동드릴, 핸드그라인더 사용하다가 누전되어 감전 위험",이중절연구조
T01235,8206,16120,핸드그라인더 사용시 보안경 미착용으로 인한 안구 손상 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01235,8207,16121,"연삭기, 용접기 사용중 불티가 주변 인화물질에 옮겨 화재 위험",불티 비산 방지용 덮개 설치
T01235,8207,16122,"연삭기, 용접기 사용중 불티가 주변 인화물질에 옮겨 화재 위험",인화성 물질과 격리 조치
T01236,8208,16123,고속절단기로 창호 철물 절단 하다가 회전부에 신체 끼임 위험,숫돌측면 사용 금지
T01236,8208,16124,고속절단기로 창호 철물 절단 하다가 회전부에 신체 끼임 위험,안전덮개 등 설치
T01236,8209,16125,고소작업대차 사용 운반시 장비 뒤집힘으로 인한 근로자 깔림 위험,고소작업대 사용 기준 준수
T01236,8209,16126,고소작업대차 사용 운반시 장비 뒤집힘으로 인한 근로자 깔림 위험,고소작업대 설치 기준 준수
T01236,8209,16127,고소작업대차 사용 운반시 장비 뒤집힘으로 인한 근로자 깔림 위험,고소작업대 설치 사항 준수
T01236,8209,16128,고소작업대차 사용 운반시 장비 뒤집힘으로 인한 근로자 깔림 위험,고소작업대 이동 사항 준수
T01236,8210,16129,"운반, 인양시 자재탈락으로 인한 맞음 위험",2줄걸이로 결속하여 수평으로 인양
T01236,8211,16130,윈치로 유리 인양 작업중 윈치 지지용 삼각대가 꺽이면서 인양중인 유리에 맞음 위험,양중기 과부하장치 조정
T01236,8211,16131,윈치로 유리 인양 작업중 윈치 지지용 삼각대가 꺽이면서 인양중인 유리에 맞음 위험,양중기 권과방지장치 조정
T01236,8211,16132,윈치로 유리 인양 작업중 윈치 지지용 삼각대가 꺽이면서 인양중인 유리에 맞음 위험,양중기 기타방호장치 조정
T01236,8211,16133,윈치로 유리 인양 작업중 윈치 지지용 삼각대가 꺽이면서 인양중인 유리에 맞음 위험,양중기 비상정지장치(제동장치) 조정
T01236,8212,16134,윈치로 유리 인양 작업중 윈치 지지용 삼각대가 꺽이면서 인양중인 유리에 맞음 위험,적재하중 초과 금지
T01236,8213,16135,유리거치용 팔레트를 규정 이상으로 상차하여 팔레트가 무너짐 위험,작업구역 출입금지
T01236,8213,16136,유리거치용 팔레트를 규정 이상으로 상차하여 팔레트가 무너짐 위험,작업지휘자 또는 유도자 유도에 따라 작업
T01236,8214,16137,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,갓길 붕괴 방지
T01236,8214,16138,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,유도자 배치
T01236,8214,16139,지게차로 재재 인양시 노면 돌출물 등에 지게차가 흔들리면서 자재 무너짐 위험,지반의 부동침하 방지
T01236,8215,16140,"팔레트에서 유리 운반시 좌우 균형을 유지하지 못하고, 팔레트를 불안전한 지반에 설치로 인한 무너짐 위험",작업장 정리정돈 및 청소
T01236,8215,16141,"팔레트에서 유리 운반시 좌우 균형을 유지하지 못하고, 팔레트를 불안전한 지반에 설치로 인한 무너짐 위험",전도예방조치(고정)
T01236,8216,16142,"자재반입, 운반, 하역시 신호 및 적재 방법을 미확인하여 부딪힘 위험",관계 근로자외 출입 금지
T01236,8216,16143,"자재반입, 운반, 하역시 신호 및 적재 방법을 미확인하여 부딪힘 위험","기구, 공구 점검 및 불량품 제거"
T01236,8216,16144,"자재반입, 운반, 하역시 신호 및 적재 방법을 미확인하여 부딪힘 위험","작업순서 및 작업방법 결정, 지휘"
T01236,8217,16145,"자재반입, 운반, 하역시 신호 및 적재 방법을 미확인하여 부딪힘 위험",일정한 신호방법 규정
T01236,8218,16146,근로자가 발코니 난간대를 타고 아래층으로 내려가는 등 무리한 행동을 하다가 떨어짐 위험,관리감독 철저
T01236,8218,16147,근로자가 발코니 난간대를 타고 아래층으로 내려가는 등 무리한 행동을 하다가 떨어짐 위험,근로자 안전교육
T01237,8219,16148,대형유리를 압축기 이용하여 근로자 단독으로 작업중 흡착 기능이 손실되면서 유리 깨짐에 의한 베임 위험,2인1조 작업
T01237,8219,16149,대형유리를 압축기 이용하여 근로자 단독으로 작업중 흡착 기능이 손실되면서 유리 깨짐에 의한 베임 위험,압축기 사전 점검 철저
T01237,8219,16150,대형유리를 압축기 이용하여 근로자 단독으로 작업중 흡착 기능이 손실되면서 유리 깨짐에 의한 베임 위험,압축기의 최대허용중량 준수
T01237,8220,16151,고층에서 창호 또는 유리설치 작업시 자재에 맞음 위험,낙하물방지망
T01237,8220,16152,고층에서 창호 또는 유리설치 작업시 자재에 맞음 위험,방호선반 설치
T01237,8220,16153,고층에서 창호 또는 유리설치 작업시 자재에 맞음 위험,보호구 착용
T01237,8220,16154,고층에서 창호 또는 유리설치 작업시 자재에 맞음 위험,출입금지구역 설정
T01237,8221,16155,곤도라 사용 작업시 안전장치 미작동 등으로 탑승자와 함께 지상 으로 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01237,8221,16156,곤도라 사용 작업시 안전장치 미작동 등으로 탑승자와 함께 지상 으로 떨어짐 위험,작업발판 설치
T01237,8222,16157,곤도라 사용 작업시 안전장치 미작동 등으로 탑승자와 함께 지상 으로 떨어짐 위험,높이 2m이상 안전대 부착설비 설치
T01237,8222,16158,곤도라 사용 작업시 안전장치 미작동 등으로 탑승자와 함께 지상 으로 떨어짐 위험,안전대 및 부속설비 이상 유무 작업 전 점검
T01237,8223,16159,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 달기 강선/강대 심하게 손상/부식된 석 사용금지
T01237,8223,16160,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,"달비계 설치시 달비계에 안전대/구명줄 설치, 가능하면 안전난간 설치"
T01237,8223,16161,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 비계 보/작업발판 등에 버팀을 설치
T01237,8223,16162,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 선반비계의 보 접석부/교차부 철선/이음철물로 연결
T01237,8223,16163,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 달기 체인 사용금지
T01237,8223,16164,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 섬유로프/벨트 사용금지
T01237,8223,16165,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 손상된 와이어로프 사용금지
T01237,8223,16166,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,"달비계 설치시 와이어로프, 체인, 강선, 강대, 섬유로프는 풀리지 않게 설치"
T01237,8223,16167,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 작업발판 틈새없이 폭 40센치미터 이상
T01237,8223,16168,달비계 사용 작업시 상부 로프가 풀리면서 떨어짐 위험,달비계 설치시 작업발판은 탈착되지 않게 연결해 설치
T01237,8224,16169,외부비계 또는 이동식비계에서 작업시 작업발판이 탈락되면서 떨어짐 위험,비계 높이가 2m 이상인 작업장소 법적기준에 맞는 작업발판 설치
T01237,8225,16170,창호 및 유리 설치 작업시 안전대 등 미착용으로 인한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01237,8225,16171,창호 및 유리 설치 작업시 안전대 등 미착용으로 인한 떨어짐 위험,작업발판 설치
T01238,8226,16172,"자재반입, 운반시 유도자 미배치로 인한 지게차와 부딪힘 위험",작업구역 출입금지
T01238,8226,16173,"자재반입, 운반시 유도자 미배치로 인한 지게차와 부딪힘 위험",작업지휘자 또는 유도자 유도에 따라 작업
T01238,8227,16174,근로자가 개방된 리프트 출입문 밖으로 몸을 내밀다가 떨어짐 위험,리프트 출입문은 항상 당혀진 상태로 관리 철저
T01238,8228,16175,리프트 케이지 상부에 올라가서 길이가 긴 자재를 인양하다가 리프트가 움직여서 지상으로 떨어짐 위험,주행로 위에 리프트 운반구 정지 금지
T01238,8229,16176,발코니에서 리어카에 자재를 싣고 가다가 주위 개구부 미확인에 의한 떨어짐 위험,개구부 난간 등 설치
T01238,8229,16177,발코니에서 리어카에 자재를 싣고 가다가 주위 개구부 미확인에 의한 떨어짐 위험,개구부 표시
T01238,8229,16178,발코니에서 리어카에 자재를 싣고 가다가 주위 개구부 미확인에 의한 떨어짐 위험,안전방망 설치(근로자 안전대 착용)
T01238,8230,16179,운반차량에 무리하게 올라서서 작업중 떨어짐 위험,관계 근로자외 출입 금지
T01238,8230,16180,운반차량에 무리하게 올라서서 작업중 떨어짐 위험,"기구, 공구 점검 및 불량품 제거"
T01238,8230,16181,운반차량에 무리하게 올라서서 작업중 떨어짐 위험,"작업순서 및 작업방법 결정, 지휘"
T01238,8231,16182,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",하역운반기계·운반용구 사용
T01238,8232,16183,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",근골격계에 부담을 주지 않도록 조치
T01238,8233,16184,"자재반입, 운반시 무리하게 단독으로 인력 운반하다가 요통 발생 위험",작업자세 주지
T01238,8234,16185,개인보호구 미착용으로 인한 안전사고 위험,"보호구(안전모, 안전대, 안전화, 보안면, 절연용 보호구, 방열복, 방진마스크, 방한모·방한복·방한화·방한장갑) 지급 및 착용"
T01239,8235,16186,"소형절단기, 전기톱 등의 안전장치가 파손되어 신체 끼임 위험",톱날접촉예방장치 설치
T01239,8236,16187,"소형절단기, 전기톱 등의 안전장치가 파손되어 신체 끼임 위험",날접촉예방장치 또는 덮개 설치
T01239,8237,16188,에어콤프레셔 구동부 안전 덮개 미설치로 인한 신체 일부 끼임 위험,건널다리 등 설치
T01239,8237,16189,에어콤프레셔 구동부 안전 덮개 미설치로 인한 신체 일부 끼임 위험,안전덮개 등 설치
T01239,8238,16190,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",지주부재 하단 미끄럼 방지조치
T01239,8239,16191,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험","바퀴의 고정(브레이크, 쐐기, 아웃트리거 설치)"
T01239,8239,16192,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",안전난간 설치
T01239,8239,16193,"불안전한 말비계, 사다리 또는 이동식 비계 사용하다가 떨어짐 위험",작업발판 최대적재하중 250kg 초과 금지
T01239,8240,16194,전동기구 사용하다가 감전 위험,도전성 공구 · 장비 등 노출 충전부에 닿지 않도록 취급 및 사용
T01239,8240,16195,전동기구 사용하다가 감전 위험,도전성 재질의 사다리 사용
T01239,8240,16196,전동기구 사용하다가 감전 위험,전기기계 · 기구의 안전 증명 전까지 과전류 차단장치 재투입 금지
T01239,8240,16197,전동기구 사용하다가 감전 위험,"전기회로 개방, 변환 또는 투입시 전기 차단용 스위치, 차단기 등 사용"
